saul_sample,param,sample,date,time,tank_side,of_start,no_start,fps,adj_top_of,adj_top_no,adj_right_of,adj_right_no,of_end,no_end,assay,quadrant,intensity_floor,intensity_ceiling,area_floor,area_ceiling,bgsub,num_animals,cab_coords
20191112_1525_33-1_L_A__novel_object__q1,int_max_140,20191112_1525_33-1_L_A,20191112,1525,L,1661,20551,30,-8,-8,0,0,19661,38551,novel_object,q1,0,140,100,5000,True,2,Top
20191112_1525_33-1_L_A__novel_object__q2,area_min_150,20191112_1525_33-1_L_A,20191112,1525,L,1661,20551,30,-8,-8,0,0,19661,38551,novel_object,q2,0,200,150,5000,True,2,Bottom
20191112_1525_33-1_L_A__novel_object__q3,int_max_140,20191112_1525_33-1_L_A,20191112,1525,L,1661,20551,30,-8,-8,0,0,19661,38551,novel_object,q3,0,140,100,5000,True,2,Left
20191112_1525_33-1_L_A__novel_object__q4,int_max_140,20191112_1525_33-1_L_A,20191112,1525,L,1661,20551,30,-8,-8,0,0,19661,38551,novel_object,q4,0,140,100,5000,True,2,Left
20191112_1525_33-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191112_1525_33-1_L_A,20191112,1525,L,1661,20551,30,-8,-8,0,0,19661,38551,open_field,q1,0,150,10,5000,False,2,Right
20191112_1525_33-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191112_1525_33-1_L_A,20191112,1525,L,1661,20551,30,-8,-8,0,0,19661,38551,open_field,q2,0,150,10,5000,False,2,Right
20191112_1525_33-1_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191112_1525_33-1_L_A,20191112,1525,L,1661,20551,30,-8,-8,0,0,19661,38551,open_field,q3,0,150,10,5000,False,2,Top
20191112_1525_33-1_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191112_1525_33-1_L_A,20191112,1525,L,1661,20551,30,-8,-8,0,0,19661,38551,open_field,q4,0,150,10,5000,False,2,Right
20191112_1554_43-2_L_A__novel_object__q1,int_max_160_area_min_25,20191112_1554_43-2_L_A,20191112,1554,L,1611,20890,30,-9,-9,0,0,19611,38890,novel_object,q1,0,160,25,5000,True,2,Left
20191112_1554_43-2_L_A__novel_object__q2,int_max_160_area_min_25,20191112_1554_43-2_L_A,20191112,1554,L,1611,20890,30,-9,-9,0,0,19611,38890,novel_object,q2,0,160,25,5000,True,2,Top
20191112_1554_43-2_L_A__novel_object__q3,int_max_140,20191112_1554_43-2_L_A,20191112,1554,L,1611,20890,30,-9,-9,0,0,19611,38890,novel_object,q3,0,140,100,5000,True,2,Left
20191112_1554_43-2_L_A__novel_object__q4,int_max_140,20191112_1554_43-2_L_A,20191112,1554,L,1611,20890,30,-9,-9,0,0,19611,38890,novel_object,q4,0,140,100,5000,True,2,Bottom
20191112_1554_43-2_L_A__open_field__q1,default,20191112_1554_43-2_L_A,20191112,1554,L,1611,20890,30,-9,-9,0,0,19611,38890,open_field,q1,0,200,100,5000,True,2,Top
20191112_1554_43-2_L_A__open_field__q2,no_bg_sub_area_min_10,20191112_1554_43-2_L_A,20191112,1554,L,1611,20890,30,-9,-9,0,0,19611,38890,open_field,q2,0,170,10,5000,False,2,Top
20191112_1554_43-2_L_A__open_field__q3,no_bg_sub,20191112_1554_43-2_L_A,20191112,1554,L,1611,20890,30,-9,-9,0,0,19611,38890,open_field,q3,0,170,100,5000,False,2,Bottom
20191112_1554_43-2_L_A__open_field__q4,no_bg_sub,20191112_1554_43-2_L_A,20191112,1554,L,1611,20890,30,-9,-9,0,0,19611,38890,open_field,q4,0,170,100,5000,False,2,Left
20191112_1625_39-2_L_A__novel_object__q1,int_max_150,20191112_1625_39-2_L_A,20191112,1625,L,1653,20636,30,-11,-11,0,0,19653,38636,novel_object,q1,0,150,100,5000,True,2,Top
20191112_1625_39-2_L_A__novel_object__q2,no_bg_sub_int_max_160,20191112_1625_39-2_L_A,20191112,1625,L,1653,20636,30,-11,-11,0,0,19653,38636,novel_object,q2,0,160,150,2000,False,2,Bottom
20191112_1625_39-2_L_A__novel_object__q3,no_bg_subint_max_175_area_min_200,20191112_1625_39-2_L_A,20191112,1625,L,1653,20636,30,-11,-11,0,0,19653,38636,novel_object,q3,0,175,200,2000,True,2,Bottom
20191112_1625_39-2_L_A__novel_object__q4,int_max_140,20191112_1625_39-2_L_A,20191112,1625,L,1653,20636,30,-11,-11,0,0,19653,38636,novel_object,q4,0,140,100,5000,True,2,Right
20191112_1625_39-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191112_1625_39-2_L_A,20191112,1625,L,1653,20636,30,-11,-11,0,0,19653,38636,open_field,q1,0,150,10,5000,False,2,Top
20191112_1625_39-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191112_1625_39-2_L_A,20191112,1625,L,1653,20636,30,-11,-11,0,0,19653,38636,open_field,q2,0,150,10,5000,False,2,Bottom
20191112_1625_39-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191112_1625_39-2_L_A,20191112,1625,L,1653,20636,30,-11,-11,0,0,19653,38636,open_field,q3,0,150,10,5000,False,2,Left
20191112_1625_39-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191112_1625_39-2_L_A,20191112,1625,L,1653,20636,30,-11,-11,0,0,19653,38636,open_field,q4,0,150,10,5000,False,2,Left
20191112_1653_25-1_L_A__novel_object__q1,int_max_150,20191112_1653_25-1_L_A,20191112,1653,L,1780,20721,30,-6,-6,-1,-1,19780,38721,novel_object,q1,0,150,100,5000,True,2,Bottom
20191112_1653_25-1_L_A__novel_object__q2,int_max_160_area_min_25,20191112_1653_25-1_L_A,20191112,1653,L,1780,20721,30,-6,-6,-1,-1,19780,38721,novel_object,q2,0,160,25,5000,True,2,Right
20191112_1653_25-1_L_A__novel_object__q3,int_max_140,20191112_1653_25-1_L_A,20191112,1653,L,1780,20721,30,-6,-6,-1,-1,19780,38721,novel_object,q3,0,140,100,5000,True,2,Bottom
20191112_1653_25-1_L_A__novel_object__q4,int_max_140,20191112_1653_25-1_L_A,20191112,1653,L,1780,20721,30,-6,-6,-1,-1,19780,38721,novel_object,q4,0,140,100,5000,True,2,Bottom
20191112_1653_25-1_L_A__open_field__q1,no_bg_sub_area_min_10,20191112_1653_25-1_L_A,20191112,1653,L,1780,20721,30,-6,-6,-1,-1,19780,38721,open_field,q1,0,170,10,5000,False,2,Left
20191112_1653_25-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191112_1653_25-1_L_A,20191112,1653,L,1780,20721,30,-6,-6,-1,-1,19780,38721,open_field,q2,0,150,10,5000,False,2,Top
20191112_1653_25-1_L_A__open_field__q3,no_bg_sub,20191112_1653_25-1_L_A,20191112,1653,L,1780,20721,30,-6,-6,-1,-1,19780,38721,open_field,q3,0,170,100,5000,False,2,Right
20191112_1653_25-1_L_A__open_field__q4,no_bg_sub_area_min_10,20191112_1653_25-1_L_A,20191112,1653,L,1780,20721,30,-6,-6,-1,-1,19780,38721,open_field,q4,0,170,10,5000,False,2,Right
20191112_1722_135-2_L_A__novel_object__q1,int_max_160_area_min_25,20191112_1722_135-2_L_A,20191112,1722,L,1611,20806,30,-9,-9,-2,-2,19611,38806,novel_object,q1,0,160,25,5000,True,2,Right
20191112_1722_135-2_L_A__novel_object__q2,int_max_140,20191112_1722_135-2_L_A,20191112,1722,L,1611,20806,30,-9,-9,-2,-2,19611,38806,novel_object,q2,0,140,100,5000,True,2,Bottom
20191112_1722_135-2_L_A__novel_object__q3,no_bg_sub,20191112_1722_135-2_L_A,20191112,1722,L,1611,20806,30,-9,-9,-2,-2,19611,38806,novel_object,q3,0,170,150,2000,False,2,Right
20191112_1722_135-2_L_A__novel_object__q4,no_bg_sub,20191112_1722_135-2_L_A,20191112,1722,L,1611,20806,30,-9,-9,-2,-2,19611,38806,novel_object,q4,0,170,150,2000,False,2,Left
20191112_1722_135-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191112_1722_135-2_L_A,20191112,1722,L,1611,20806,30,-9,-9,-2,-2,19611,38806,open_field,q1,0,150,10,5000,False,2,Left
20191112_1722_135-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191112_1722_135-2_L_A,20191112,1722,L,1611,20806,30,-9,-9,-2,-2,19611,38806,open_field,q2,0,150,10,5000,False,2,Left
20191112_1722_135-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191112_1722_135-2_L_A,20191112,1722,L,1611,20806,30,-9,-9,-2,-2,19611,38806,open_field,q3,0,150,10,5000,False,2,Left
20191112_1722_135-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191112_1722_135-2_L_A,20191112,1722,L,1611,20806,30,-9,-9,-2,-2,19611,38806,open_field,q4,0,150,10,5000,False,2,Bottom
20191113_0911_84-2_L_A__novel_object__q1,int_max_160_area_min_25,20191113_0911_84-2_L_A,20191113,911,L,1526,20678,30,-5,-5,1,1,19526,38678,novel_object,q1,0,160,25,5000,True,2,Top
20191113_0911_84-2_L_A__novel_object__q2,int_max_160_area_min_25,20191113_0911_84-2_L_A,20191113,911,L,1526,20678,30,-5,-5,1,1,19526,38678,novel_object,q2,0,160,25,5000,True,2,Left
20191113_0911_84-2_L_A__novel_object__q3,int_max_140,20191113_0911_84-2_L_A,20191113,911,L,1526,20678,30,-5,-5,1,1,19526,38678,novel_object,q3,0,140,100,5000,True,2,Bottom
20191113_0911_84-2_L_A__novel_object__q4,int_max_140,20191113_0911_84-2_L_A,20191113,911,L,1526,20678,30,-5,-5,1,1,19526,38678,novel_object,q4,0,140,100,5000,True,2,Right
20191113_0911_84-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191113_0911_84-2_L_A,20191113,911,L,1526,20678,30,-5,-5,1,1,19526,38678,open_field,q1,0,150,10,5000,False,2,Top
20191113_0911_84-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191113_0911_84-2_L_A,20191113,911,L,1526,20678,30,-5,-5,1,1,19526,38678,open_field,q2,0,150,10,5000,False,2,Left
20191113_0911_84-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191113_0911_84-2_L_A,20191113,911,L,1526,20678,30,-5,-5,1,1,19526,38678,open_field,q3,0,150,10,5000,False,2,Top
20191113_0911_84-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191113_0911_84-2_L_A,20191113,911,L,1526,20678,30,-5,-5,1,1,19526,38678,open_field,q4,0,150,10,5000,False,2,Bottom
20191113_0941_69-2_L_A__novel_object__q1,no_bg_sub_int_max_160,20191113_0941_69-2_L_A,20191113,941,L,1695,20763,30,-8,-8,0,0,19695,38763,novel_object,q1,0,160,150,2000,False,2,Bottom
20191113_0941_69-2_L_A__novel_object__q2,int_max_160_area_min_25,20191113_0941_69-2_L_A,20191113,941,L,1695,20763,30,-8,-8,0,0,19695,38763,novel_object,q2,0,160,25,5000,True,2,Top
20191113_0941_69-2_L_A__novel_object__q3,int_max_140,20191113_0941_69-2_L_A,20191113,941,L,1695,20763,30,-8,-8,0,0,19695,38763,novel_object,q3,0,140,100,5000,True,2,Top
20191113_0941_69-2_L_A__novel_object__q4,int_max_160_area_min_25,20191113_0941_69-2_L_A,20191113,941,L,1695,20763,30,-8,-8,0,0,19695,38763,novel_object,q4,0,160,25,5000,True,2,Right
20191113_0941_69-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191113_0941_69-2_L_A,20191113,941,L,1695,20763,30,-8,-8,0,0,19695,38763,open_field,q1,0,150,10,5000,False,2,Left
20191113_0941_69-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191113_0941_69-2_L_A,20191113,941,L,1695,20763,30,-8,-8,0,0,19695,38763,open_field,q2,0,150,10,5000,False,2,Left
20191113_0941_69-2_L_A__open_field__q3,no_bg_sub_area_min_10,20191113_0941_69-2_L_A,20191113,941,L,1695,20763,30,-8,-8,0,0,19695,38763,open_field,q3,0,170,10,5000,False,2,Left
20191113_0941_69-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191113_0941_69-2_L_A,20191113,941,L,1695,20763,30,-8,-8,0,0,19695,38763,open_field,q4,0,150,10,5000,False,2,Right
20191113_1011_iCab_L_A__novel_object__q1,int_max_160_area_min_25,20191113_1011_iCab_L_A,20191113,1011,L,1950,21017,30,-13,-13,2,2,19950,39017,novel_object,q1,0,160,25,5000,True,2,NA
20191113_1011_iCab_L_A__novel_object__q2,no_bg_subint_max_175_area_min_200,20191113_1011_iCab_L_A,20191113,1011,L,1950,21017,30,-13,-13,2,2,19950,39017,novel_object,q2,0,175,200,2000,True,2,NA
20191113_1011_iCab_L_A__novel_object__q3,int_max_150,20191113_1011_iCab_L_A,20191113,1011,L,1950,21017,30,-13,-13,2,2,19950,39017,novel_object,q3,0,150,100,5000,True,2,NA
20191113_1011_iCab_L_A__novel_object__q4,int_max_140,20191113_1011_iCab_L_A,20191113,1011,L,1950,21017,30,-13,-13,2,2,19950,39017,novel_object,q4,0,140,100,5000,True,2,NA
20191113_1011_iCab_L_A__open_field__q1,no_bg_sub_area_min_10,20191113_1011_iCab_L_A,20191113,1011,L,1950,21017,30,-13,-13,2,2,19950,39017,open_field,q1,0,170,10,5000,False,2,NA
20191113_1011_iCab_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191113_1011_iCab_L_A,20191113,1011,L,1950,21017,30,-13,-13,2,2,19950,39017,open_field,q2,0,150,10,5000,False,2,NA
20191113_1011_iCab_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191113_1011_iCab_L_A,20191113,1011,L,1950,21017,30,-13,-13,2,2,19950,39017,open_field,q3,0,150,10,5000,False,2,NA
20191113_1011_iCab_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191113_1011_iCab_L_A,20191113,1011,L,1950,21017,30,-13,-13,2,2,19950,39017,open_field,q4,0,150,10,5000,False,2,NA
20191113_1045_94-1_L_A__novel_object__q1,int_max_150,20191113_1045_94-1_L_A,20191113,1045,L,1738,20848,30,-7,-7,-1,-1,19738,38848,novel_object,q1,0,150,100,5000,True,2,Bottom
20191113_1045_94-1_L_A__novel_object__q2,int_max_140,20191113_1045_94-1_L_A,20191113,1045,L,1738,20848,30,-7,-7,-1,-1,19738,38848,novel_object,q2,0,140,100,5000,True,2,Right
20191113_1045_94-1_L_A__novel_object__q3,int_max_140,20191113_1045_94-1_L_A,20191113,1045,L,1738,20848,30,-7,-7,-1,-1,19738,38848,novel_object,q3,0,140,100,5000,True,2,Bottom
20191113_1045_94-1_L_A__novel_object__q4,int_max_150,20191113_1045_94-1_L_A,20191113,1045,L,1738,20848,30,-7,-7,-1,-1,19738,38848,novel_object,q4,0,150,100,5000,True,2,Bottom
20191113_1045_94-1_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191113_1045_94-1_L_A,20191113,1045,L,1738,20848,30,-7,-7,-1,-1,19738,38848,open_field,q1,0,150,10,5000,False,2,Top
20191113_1045_94-1_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191113_1045_94-1_L_A,20191113,1045,L,1738,20848,30,-7,-7,-1,-1,19738,38848,open_field,q2,0,150,10,5000,False,2,Left
20191113_1045_94-1_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191113_1045_94-1_L_A,20191113,1045,L,1738,20848,30,-7,-7,-1,-1,19738,38848,open_field,q3,0,150,10,5000,False,2,Right
20191113_1045_94-1_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191113_1045_94-1_L_A,20191113,1045,L,1738,20848,30,-7,-7,-1,-1,19738,38848,open_field,q4,0,150,10,5000,False,2,Right
20191113_1233_79-2_L_A__novel_object__q1,no_bg_sub_int_max_160,20191113_1233_79-2_L_A,20191113,1233,L,1187,19026,28,-8,-8,-2,-2,17987,35826,novel_object,q1,0,160,150,2000,False,2,Bottom
20191113_1233_79-2_L_A__novel_object__q2,int_max_140,20191113_1233_79-2_L_A,20191113,1233,L,1187,19026,28,-8,-8,-2,-2,17987,35826,novel_object,q2,0,140,100,5000,True,2,Right
20191113_1233_79-2_L_A__novel_object__q3,int_max_140,20191113_1233_79-2_L_A,20191113,1233,L,1187,19026,28,-8,-8,-2,-2,17987,35826,novel_object,q3,0,140,100,5000,True,2,Bottom
20191113_1233_79-2_L_A__novel_object__q4,no_bg_sub_int_max_160,20191113_1233_79-2_L_A,20191113,1233,L,1187,19026,28,-8,-8,-2,-2,17987,35826,novel_object,q4,0,160,150,2000,False,2,Bottom
20191113_1233_79-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191113_1233_79-2_L_A,20191113,1233,L,1187,19026,28,-8,-8,-2,-2,17987,35826,open_field,q1,0,150,10,5000,False,2,Left
20191113_1233_79-2_L_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191113_1233_79-2_L_A,20191113,1233,L,1187,19026,28,-8,-8,-2,-2,17987,35826,open_field,q2,0,150,10,5000,False,2,Left
20191113_1233_79-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191113_1233_79-2_L_A,20191113,1233,L,1187,19026,28,-8,-8,-2,-2,17987,35826,open_field,q3,0,150,10,5000,False,2,Left
20191113_1233_79-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191113_1233_79-2_L_A,20191113,1233,L,1187,19026,28,-8,-8,-2,-2,17987,35826,open_field,q4,0,150,10,5000,False,2,Top
20191113_1247_106-1_R_A__novel_object__q1,int_max_160_area_min_25,20191113_1247_106-1_R_A,20191113,1247,R,1057,10280,14,-8,-8,-5,-5,9457,18680,novel_object,q1,0,160,25,5000,True,2,Right
20191113_1247_106-1_R_A__novel_object__q2,int_max_160_area_min_25,20191113_1247_106-1_R_A,20191113,1247,R,1057,10280,14,-8,-8,-5,-5,9457,18680,novel_object,q2,0,160,25,5000,True,2,Bottom
20191113_1247_106-1_R_A__novel_object__q3,no_bg_sub_int_max_180_area_min_100,20191113_1247_106-1_R_A,20191113,1247,R,1057,10280,14,-8,-8,-5,-5,9457,18680,novel_object,q3,0,180,100,2000,False,2,Top
20191113_1247_106-1_R_A__novel_object__q4,no_bg_sub_int_max_180_area_min_100,20191113_1247_106-1_R_A,20191113,1247,R,1057,10280,14,-8,-8,-5,-5,9457,18680,novel_object,q4,0,180,100,2000,False,2,Right
20191113_1247_106-1_R_A__open_field__q1,no_bg_sub_area_min_10,20191113_1247_106-1_R_A,20191113,1247,R,1057,10280,14,-8,-8,-5,-5,9457,18680,open_field,q1,0,170,10,5000,False,2,Left
20191113_1247_106-1_R_A__open_field__q2,no_bg_sub_area_min_10,20191113_1247_106-1_R_A,20191113,1247,R,1057,10280,14,-8,-8,-5,-5,9457,18680,open_field,q2,0,170,10,5000,False,2,Left
20191113_1247_106-1_R_A__open_field__q3,no_bg_sub_area_min_10,20191113_1247_106-1_R_A,20191113,1247,R,1057,10280,14,-8,-8,-5,-5,9457,18680,open_field,q3,0,170,10,5000,False,2,Right
20191113_1247_106-1_R_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191113_1247_106-1_R_A,20191113,1247,R,1057,10280,14,-8,-8,-5,-5,9457,18680,open_field,q4,0,150,10,5000,False,2,Bottom
20191113_1302_53-2_L_A__novel_object__q1,int_max_140,20191113_1302_53-2_L_A,20191113,1302,L,1399,19450,28,-10,-10,-5,-5,18199,36250,novel_object,q1,0,140,100,5000,True,2,Right
20191113_1302_53-2_L_A__novel_object__q2,default,20191113_1302_53-2_L_A,20191113,1302,L,1399,19450,28,-10,-10,-5,-5,18199,36250,novel_object,q2,0,200,100,5000,True,2,Bottom
20191113_1302_53-2_L_A__novel_object__q3,no_bg_sub,20191113_1302_53-2_L_A,20191113,1302,L,1399,19450,28,-10,-10,-5,-5,18199,36250,novel_object,q3,0,170,150,2000,False,2,Top
20191113_1302_53-2_L_A__novel_object__q4,int_max_140,20191113_1302_53-2_L_A,20191113,1302,L,1399,19450,28,-10,-10,-5,-5,18199,36250,novel_object,q4,0,140,100,5000,True,2,Top
20191113_1302_53-2_L_A__open_field__q1,no_bg_sub_area_min_10,20191113_1302_53-2_L_A,20191113,1302,L,1399,19450,28,-10,-10,-5,-5,18199,36250,open_field,q1,0,170,10,5000,False,2,Bottom
20191113_1302_53-2_L_A__open_field__q2,no_bg_sub_area_min_10,20191113_1302_53-2_L_A,20191113,1302,L,1399,19450,28,-10,-10,-5,-5,18199,36250,open_field,q2,0,170,10,5000,False,2,Left
20191113_1302_53-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191113_1302_53-2_L_A,20191113,1302,L,1399,19450,28,-10,-10,-5,-5,18199,36250,open_field,q3,0,150,10,5000,False,2,Top
20191113_1302_53-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191113_1302_53-2_L_A,20191113,1302,L,1399,19450,28,-10,-10,-5,-5,18199,36250,open_field,q4,0,150,10,5000,False,2,Bottom
20191113_1317_140-3_R_A__novel_object__q1,no_bg_sub,20191113_1317_140-3_R_A,20191113,1317,R,797,10008,14,-7,-7,-10,-10,9197,18408,novel_object,q1,0,170,150,2000,False,2,Left
20191113_1317_140-3_R_A__novel_object__q2,int_max_140,20191113_1317_140-3_R_A,20191113,1317,R,797,10008,14,-7,-7,-10,-10,9197,18408,novel_object,q2,0,140,100,5000,True,2,Left
20191113_1317_140-3_R_A__novel_object__q3,no_bg_sub_int_max_180_area_min_100,20191113_1317_140-3_R_A,20191113,1317,R,797,10008,14,-7,-7,-10,-10,9197,18408,novel_object,q3,0,180,100,2000,False,2,Bottom
20191113_1317_140-3_R_A__novel_object__q4,no_bg_sub_int_max_180_area_min_100,20191113_1317_140-3_R_A,20191113,1317,R,797,10008,14,-7,-7,-10,-10,9197,18408,novel_object,q4,0,180,100,2000,False,2,Left
20191113_1317_140-3_R_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191113_1317_140-3_R_A,20191113,1317,R,797,10008,14,-7,-7,-10,-10,9197,18408,open_field,q1,0,150,10,5000,False,2,Left
20191113_1317_140-3_R_A__open_field__q2,no_bg_sub_area_min_10_int_max_150,20191113_1317_140-3_R_A,20191113,1317,R,797,10008,14,-7,-7,-10,-10,9197,18408,open_field,q2,0,150,10,5000,False,2,Left
20191113_1317_140-3_R_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191113_1317_140-3_R_A,20191113,1317,R,797,10008,14,-7,-7,-10,-10,9197,18408,open_field,q3,0,150,10,5000,False,2,Top
20191113_1317_140-3_R_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191113_1317_140-3_R_A,20191113,1317,R,797,10008,14,-7,-7,-10,-10,9197,18408,open_field,q4,0,150,10,5000,False,2,Left
20191113_1332_106-2_L_A__novel_object__q1,int_max_140,20191113_1332_106-2_L_A,20191113,1332,L,1865,19789,28,-9,-9,0,0,18665,36589,novel_object,q1,0,140,100,5000,True,2,Left
20191113_1332_106-2_L_A__novel_object__q2,no_bg_sub_int_max_160,20191113_1332_106-2_L_A,20191113,1332,L,1865,19789,28,-9,-9,0,0,18665,36589,novel_object,q2,0,160,150,2000,False,2,Top
20191113_1332_106-2_L_A__novel_object__q3,int_max_140,20191113_1332_106-2_L_A,20191113,1332,L,1865,19789,28,-9,-9,0,0,18665,36589,novel_object,q3,0,140,100,5000,True,2,Left
20191113_1332_106-2_L_A__novel_object__q4,int_max_140,20191113_1332_106-2_L_A,20191113,1332,L,1865,19789,28,-9,-9,0,0,18665,36589,novel_object,q4,0,140,100,5000,True,2,Left
20191113_1332_106-2_L_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191113_1332_106-2_L_A,20191113,1332,L,1865,19789,28,-9,-9,0,0,18665,36589,open_field,q1,0,150,10,5000,False,2,Left
20191113_1332_106-2_L_A__open_field__q2,no_bg_sub_area_min_10,20191113_1332_106-2_L_A,20191113,1332,L,1865,19789,28,-9,-9,0,0,18665,36589,open_field,q2,0,170,10,5000,False,2,Top
20191113_1332_106-2_L_A__open_field__q3,no_bg_sub_area_min_10_int_max_150,20191113_1332_106-2_L_A,20191113,1332,L,1865,19789,28,-9,-9,0,0,18665,36589,open_field,q3,0,150,10,5000,False,2,Left
20191113_1332_106-2_L_A__open_field__q4,no_bg_sub_area_min_10_int_max_150,20191113_1332_106-2_L_A,20191113,1332,L,1865,19789,28,-9,-9,0,0,18665,36589,open_field,q4,0,150,10,5000,False,2,Right
20191113_1345_80-1_R_A__novel_object__q1,int_max_140,20191113_1345_80-1_R_A,20191113,1345,R,929,10219,14,-7,-7,-9,-9,9329,18619,novel_object,q1,0,140,100,5000,True,2,Bottom
20191113_1345_80-1_R_A__novel_object__q2,int_max_160_area_min_25,20191113_1345_80-1_R_A,20191113,1345,R,929,10219,14,-7,-7,-9,-9,9329,18619,novel_object,q2,0,160,25,5000,True,2,Bottom
20191113_1345_80-1_R_A__novel_object__q3,int_max_150,20191113_1345_80-1_R_A,20191113,1345,R,929,10219,14,-7,-7,-9,-9,9329,18619,novel_object,q3,0,150,100,5000,True,2,Top
20191113_1345_80-1_R_A__novel_object__q4,int_max_160_area_min_25,20191113_1345_80-1_R_A,20191113,1345,R,929,10219,14,-7,-7,-9,-9,9329,18619,novel_object,q4,0,160,25,5000,True,2,Top
20191113_1345_80-1_R_A__open_field__q1,no_bg_sub_area_min_10_int_max_150,20191113_1345_80-1_R_A,20191113,1345,R,929,10219,14,-7,-7,-9,-9,9329,18619,open_field,q1,0,150,10,5000,False,2,Top
20191113_1345_80-1_R_A__open_field__q2,no_bg_sub_area_min_10,20191113_1345_80-1_R_A,20191113,1345,R,929,10219,14,-7,-7,-9,-9,9329,18619,open_field,q2,0,170,10,5000,False,2,Bottom
